ID,GROUP,SESSION,DATE,TIME,TRIAL_BLK,BLK_NO,DISTRIBUTION,AMP,LOGICAL_AMP,PHY_BOUND,DISTANCE,TRUE_CAT,SUB RESPONSE,FEEDBACK,RT,CORRECT_B,CORRECT_S,pDISTRIBUTION,pAMP,pphyBOUND,pDISTANCE,pTRUE_CAT,pSUB RESPONSE,pFEEDBACK,pRT,TOTAL_BLK,TOTAL_TRIAL_INBLK,TRIAL_SSE
P01,0,1,20260611,185522,19,3,1,61.1905,0.0794,60.0,1.1905,1,0,0,1.2663828000659123,8,49,1,53.3777,60.0,6.6223,0,0,1,0.582581500057131,13,41,96
P01,0,1,20260611,185525,20,3,1,68.1338,0.5423,60.0,8.1338,1,1,1,0.432579500018619,9,50,1,61.1905,60.0,1.1905,1,0,0,1.2663828000659123,13,41,97
P01,0,1,20260611,185527,21,3,1,70.0013,0.6668,60.0,10.0013,1,0,0,0.4839656000258401,9,50,1,68.1338,60.0,8.1338,1,1,1,0.432579500018619,13,41,98
P01,0,1,20260611,185529,22,3,1,57.9866,-0.1342,60.0,2.0134,0,1,0,0.28130929998587817,9,50,1,70.0013,60.0,10.0013,1,0,0,0.4839656000258401,13,41,99
P01,0,1,20260611,185531,23,3,1,63.0811,0.2054,60.0,3.0811,1,1,1,0.4978201000485569,10,51,1,57.9866,60.0,2.0134,0,1,0,0.2813092999858781,13,41,100
P01,0,1,20260611,185533,24,3,1,56.3352,-0.2443,60.0,3.6648,0,0,1,0.24798890005331486,11,52,1,63.0811,60.0,3.0811,1,1,1,0.4978201000485569,13,41,101
P01,0,1,20260611,185535,25,3,1,72.2815,0.8188,60.0,12.2815,1,1,1,0.49783360003493726,12,53,1,56.3352,60.0,3.6648,0,0,1,0.2479889000533148,13,41,102
P01,0,1,20260611,185537,26,3,1,52.6771,-0.4882,60.0,7.3229,0,1,0,0.6322046000277624,12,53,1,72.2815,60.0,12.2815,1,1,1,0.4978336000349372,13,41,103
P01,0,1,20260611,185539,27,3,1,51.7556,-0.5496,60.0,8.2444,0,0,1,0.7334434000076726,13,54,1,52.6771,60.0,7.3229,0,1,0,0.6322046000277624,13,41,104
P01,0,1,20260611,185542,28,3,1,74.2642,0.9509,60.0,14.2642,1,0,0,0.39836059999652207,13,54,1,51.7556,60.0,8.2444,0,0,1,0.7334434000076726,13,41,105
P01,0,1,20260611,185544,29,3,1,50.9659,-0.6023,60.0,9.0341,0,1,0,0.38667280005756766,13,54,1,74.2642,60.0,14.2642,1,0,0,0.398360599996522,13,41,106
P01,0,1,20260611,185546,30,3,1,73.8284,0.9219,60.0,13.8284,1,0,0,0.3496490000979975,13,54,1,50.9659,60.0,9.0341,0,1,0,0.3866728000575676,13,41,107
P01,0,1,20260611,185552,31,3,1,71.4371,0.7625,60.0,11.4371,1,1,1,0.34961460006888956,14,55,1,73.8284,60.0,13.8284,1,0,0,0.3496490000979975,13,41,108
P01,0,1,20260611,185554,32,3,1,70.7543,0.717,60.0,10.7543,1,0,0,0.31583099998533726,14,55,1,71.4371,60.0,11.4371,1,1,1,0.3496146000688895,13,41,109
P01,0,1,20260611,185556,33,3,1,61.9153,0.1277,60.0,1.9153,1,1,1,0.46509910002350807,15,56,1,70.7543,60.0,10.7543,1,0,0,0.3158309999853372,13,41,110
P01,0,1,20260611,185558,34,3,1,48.3968,-0.7735,60.0,11.6032,0,0,1,0.1990310000255704,16,57,1,61.9153,60.0,1.9153,1,1,1,0.465099100023508,13,41,111
P01,0,1,20260611,185600,35,3,1,65.4822,0.3655,60.0,5.4822,1,0,0,0.24995680002029985,16,57,1,48.3968,60.0,11.6032,0,0,1,0.1990310000255704,13,41,112
P01,0,1,20260611,185602,36,3,1,54.9161,-0.3389,60.0,5.0839,0,0,1,0.3667809000471607,17,58,1,65.4822,60.0,5.4822,1,0,0,0.2499568000202998,13,41,113
P01,0,1,20260611,185604,37,3,1,69.6982,0.6465,60.0,9.6982,1,0,0,0.39745639998000115,17,58,1,54.9161,60.0,5.0839,0,0,1,0.3667809000471607,13,41,114
P01,0,1,20260611,185607,38,3,1,64.6938,0.3129,60.0,4.6938,1,0,0,0.2501312999520451,17,58,1,69.6982,60.0,9.6982,1,0,0,0.3974563999800011,13,41,115
P01,0,1,20260611,185608,39,3,1,54.8649,-0.3423,60.0,5.1351,0,0,1,0.3167066000169143,18,59,1,64.6938,60.0,4.6938,1,0,0,0.2501312999520451,13,41,116
P01,0,1,20260611,185610,40,3,1,64.9658,0.3311,60.0,4.9658,1,0,0,0.29719769989605993,18,59,1,54.8649,60.0,5.1351,0,0,1,0.3167066000169143,13,41,117
P01,0,1,20260611,185612,41,3,1,73.9102,0.9273,60.0,13.9102,1,0,0,0.36769539990928024,18,59,1,64.9658,60.0,4.9658,1,0,0,0.2971976998960599,13,41,118
P01,0,1,20260611,185619,1,4,1,59.1846,-0.0544,60.0,0.8154,0,1,0,0.3818460999755189,0,59,1,73.9102,60.0,13.9102,1,0,0,0.3676953999092802,13,44,119
P01,0,1,20260611,185621,2,4,1,45.9873,-0.9342,60.0,14.0127,0,1,0,0.39898970001377165,0,59,1,59.1846,60.0,0.8154,0,1,0,0.3818460999755189,13,44,120
P01,0,1,20260611,185623,3,4,1,69.4932,0.6329,60.0,9.4932,1,1,1,0.781435800017789,1,60,1,45.9873,60.0,14.0127,0,1,0,0.3989897000137716,13,44,121
P01,0,1,20260611,185625,4,4,1,54.2966,-0.3802,60.0,5.7034,0,0,1,0.2973145000869408,2,61,1,69.4932,60.0,9.4932,1,1,1,0.781435800017789,13,44,122
P01,0,1,20260611,185627,5,4,1,64.9706,0.3314,60.0,4.9706,1,0,0,0.3139822001103312,2,61,1,54.2966,60.0,5.7034,0,0,1,0.2973145000869408,13,44,123
P01,0,1,20260611,185629,6,4,1,56.927,-0.2049,60.0,3.073,0,1,0,0.24886310007423162,2,61,1,64.9706,60.0,4.9706,1,0,0,0.3139822001103312,13,44,124
P01,0,1,20260611,185631,7,4,1,73.4276,0.8952,60.0,13.4276,1,1,1,0.3647424998925999,3,62,1,56.927,60.0,3.073,0,1,0,0.2488631000742316,13,44,125
P01,0,1,20260611,185633,8,4,1,56.759,-0.2161,60.0,3.241,0,1,0,0.5160528999986127,3,62,1,73.4276,60.0,13.4276,1,1,1,0.3647424998925999,13,44,126
P01,0,1,20260611,185635,9,4,1,73.3196,0.888,60.0,13.3196,1,0,0,1.0666783000342548,3,62,1,56.759,60.0,3.241,0,1,0,0.5160528999986127,13,44,127
P01,0,1,20260611,185638,10,4,1,67.1172,0.4745,60.0,7.1172,1,1,1,0.366769100073725,4,63,1,73.3196,60.0,13.3196,1,0,0,1.0666783000342548,13,44,128
P01,0,1,20260611,185640,11,4,1,53.5636,-0.4291,60.0,6.4364,0,0,1,0.2665003000292927,5,64,1,67.1172,60.0,7.1172,1,1,1,0.366769100073725,13,44,129
P01,0,1,20260611,185642,12,4,1,48.6621,-0.7559,60.0,11.3379,0,1,0,0.36443259997759014,5,64,1,53.5636,60.0,6.4364,0,0,1,0.2665003000292927,13,44,130
P01,0,1,20260611,185644,13,4,1,60.3469,0.0231,60.0,0.3469,1,1,1,0.38300390006043017,6,65,1,48.6621,60.0,11.3379,0,1,0,0.3644325999775901,13,44,131
P01,0,1,20260611,185646,14,4,1,55.2584,-0.3161,60.0,4.7416,0,1,0,0.4486946000251919,6,65,1,60.3469,60.0,0.3469,1,1,1,0.3830039000604301,13,44,132
P01,0,1,20260611,185649,15,4,1,62.8962,0.1931,60.0,2.8962,1,1,1,0.49935349996667355,7,66,1,55.2584,60.0,4.7416,0,1,0,0.4486946000251919,13,44,133
P01,0,1,20260611,185651,16,4,1,58.3708,-0.1086,60.0,1.6292,0,1,0,0.331180699984543,7,66,1,62.8962,60.0,2.8962,1,1,1,0.4993534999666735,13,44,134
P01,0,1,20260611,185653,17,4,1,64.0263,0.2684,60.0,4.0263,1,0,0,0.3486090999795124,7,66,1,58.3708,60.0,1.6292,0,1,0,0.331180699984543,13,44,135
P01,0,1,20260611,185655,18,4,1,55.5432,-0.2971,60.0,4.4568,0,1,0,0.2812579999445006,7,66,1,64.0263,60.0,4.0263,1,0,0,0.3486090999795124,13,44,136
P01,0,1,20260611,185657,19,4,1,61.0248,0.0683,60.0,1.0248,1,1,1,0.3145711999386549,8,67,1,55.5432,60.0,4.4568,0,1,0,0.2812579999445006,13,44,137
P01,0,1,20260611,185659,20,4,1,67.1834,0.4789,60.0,7.1834,1,0,0,0.31681990006472915,8,67,1,61.0248,60.0,1.0248,1,1,1,0.3145711999386549,13,44,138
P01,0,1,20260611,185701,21,4,1,56.6849,-0.221,60.0,3.3151,0,1,0,0.24852579995058477,8,67,1,67.1834,60.0,7.1834,1,0,0,0.3168199000647291,13,44,139
P01,0,1,20260611,185703,22,4,1,50.1989,-0.6534,60.0,9.8011,0,0,1,0.29975730006117374,9,68,1,56.6849,60.0,3.3151,0,1,0,0.2485257999505847,13,44,140
